1,2013-05-15 10:38:37.830
1,2013-05-15 13:18:34.487
40,2013-05-16 13:32:15.283
5,2013-05-16 15:00:57.477
5,2013-05-16 15:22:22.940
11,2013-05-17 12:26:08.197
1,2013-05-17 12:47:30.367
2,2013-05-17 13:15:52.640
2,2013-05-17 13:40:57.397
6,2013-05-17 13:46:14.797
1,2013-05-20 13:41:23.660
3,2013-05-20 14:38:16.490
1,2013-05-20 14:43:14.607
5,2013-05-20 15:25:07.007
5,2013-05-21 10:28:53.200
1,2013-05-21 14:53:22.437
5,2013-05-22 16:12:15.640
10,2013-05-23 12:40:34.123
10,2013-05-29 10:16:45.380
1,2013-05-29 13:46:18.063
4,2013-05-29 14:15:02.357
1,2013-05-29 14:27:17.430
10,2013-05-29 15:37:59.047
8,2013-05-30 14:59:36.430
7,2013-05-30 15:36:09.647
1,2013-05-31 08:39:07.097
9,2013-05-31 09:37:48.383
1,2013-05-31 09:42:10.207
3,2013-05-31 10:07:47.067
633,2013-05-31 14:00:21.830
10,2013-05-31 14:25:25.423
6,2013-05-31 15:38:57.230
3,2013-06-03 09:40:07.780
15,2013-06-03 10:21:24.107
